order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD078042,REST0057,CUST09397,COUR1524,-37.8112627,144.9618758,2020-06-04,03:05:56,0,0,Motorbike,"[('corn sandwich', 3), ('chocolate sandwich', 1), ('panipuri', 2)]",0,116.86,345,1,7.82,2.9815
ORD049051,REST0732,CUST02797,COUR1418,-37.818092,145.004087,2020-11-17,20:46:09,0,0,Motorbike,"[('coffee', 1), ('sandwiches', 2)]",0,51.23,2810,6,6.97,3.4019
ORD012242,REST1634,CUST07496,COUR3699,-37.81497279999999,144.9449286,2020-05-10,04:56:42,0,1,Bike,"[('potato wedges', 2), ('pasta', 1), ('thin crust pizza', 3)]",20,81.816,4008,20,5.31,6.2015
ORD286162,REST0057,CUST12151,COUR3531,-37.803468200000005,144.96273530000002,2020-03-28,08:26:22,0,1,Car,"[('corn sandwich', 1), ('cheese sandwich', 3)]",10,37.656,1010,2,7.82,4.1438
ORD131878,REST0057,CUST13001,COUR1437,-37.8125142,144.9525304,2020-04-05,03:49:27,0,1,Bike,"[('chaat', 3), ('potato twister', 2), ('cheese sandwiches', 2)]",20,67.28,1362,7,7.82,4.5876
ORD106162,REST1136,CUST05520,COUR0165,-37.8013468,144.9797271,2020-09-22,17:08:34,0,0,Bike,"[('mango lassi', 1), ('matka kulfi', 3), ('thandai', 2), ('lunch buffet', 2)]",45,71.038,3182,16,9.39,4.4394
ORD140156,REST0732,CUST13293,COUR0179,-37.8228795,144.9806268,2020-05-04,20:22:25,0,0,Motorbike,"[('sandwiches', 2), ('paneer burger', 1), ('waffles', 1), ('coffee', 2)]",20,71.168,4896,10,5.58,3.7361
ORD008900,REST0057,CUST07253,COUR0924,-37.820545700000004,144.9485554,2020-01-09,05:16:29,0,0,Car,"[('chaat', 2), ('chocolate sandwiches', 1)]",40,28.32,2269,5,6.26,3.2655
ORD063779,REST0732,CUST10908,COUR0112,-37.8070767,144.9487011,2020-10-19,18:19:46,1,0,Bike,"[('paneer burger', 2), ('pasta', 2)]",0,26.86,6488,32,6.97,7.4946
ORD018171,REST0732,CUST10677,COUR4409,-37.8179567,144.9808606,2020-03-01,18:31:38,1,1,Motorbike,"[('burgers', 2), ('pasta', 1), ('paneer burger', 3)]",0,59.85,4467,9,6.97,6.3558
ORD035476,REST0057,CUST02740,COUR2403,-37.80888970000001,144.94895,2020-02-25,11:16:29,0,0,Car,"[('chocolate sandwiches', 1), ('panipuri', 3)]",45,37.422,1810,4,7.82,3.0345
ORD167348,REST0337,CUST09110,COUR1776,-37.819022600000004,144.9540493,2020-01-24,17:24:23,0,0,Motorbike,"[('fish cutlet', 2), ('chicken curry', 3), ('chicken dak bunglow', 3), ('aloo posto', 1)]",40,84.564,852,2,7.88,2.648
ORD346744,REST1136,CUST02404,COUR2736,-37.802093799999994,144.98455890000002,2020-05-16,15:37:34,0,1,Bike,"[('salads', 2), ('palak pakoda', 3)]",45,33.358,3587,9,9.39,4.4326
ORD222363,REST1634,CUST10271,COUR4034,-37.822463,144.9544537,2020-05-19,08:02:38,0,0,Car,"[('supreme pizza', 2), ('thin crust pizza', 1), ('ice tea', 2)]",0,79.04,2956,7,5.31,3.579
ORD312580,REST1136,CUST00794,COUR1095,-37.8010098,144.97241609999998,2020-10-02,01:54:43,0,0,Bike,"[('matka kulfi', 2), ('palak pakoda', 1), ('salads', 3)]",0,65.14,2521,13,9.39,3.9305
ORD327040,REST0337,CUST07589,COUR2989,-37.8133778,144.9384642,2020-11-11,07:27:01,0,0,Bike,"[('bengali pulao', 2), ('chicken curry', 2)]",45,25.366,3682,7,7.88,3.5506
ORD224842,REST0057,CUST12337,COUR4093,-37.8108968,144.9668054,2020-04-21,19:27:01,1,0,Bike,"[('chilli cheese', 1), ('chocolate sandwich', 3), ('cheese sandwiches', 2)]",0,77.15,165,1,6.26,4.5407
ORD346139,REST1136,CUST03211,COUR4824,-37.81151989999999,144.92720680000002,2020-09-18,11:48:07,0,0,Motorbike,"[('lunch buffet', 3), ('matka kulfi', 3)]",0,91.92,2605,5,9.39,3.0468
ORD191101,REST0337,CUST07465,COUR4452,-37.8013015,144.997424,2020-11-12,06:31:38,0,0,Motorbike,"[('fish cutlet', 1), ('alur dom', 2)]",20,27.744,5405,11,6.3,3.8552
ORD100652,REST0732,CUST02791,COUR0085,-37.8218782,145.01396530000002,2020-04-10,16:40:52,0,0,Car,"[('burgers', 3), ('pasta', 1), ('waffles', 1), ('salads', 1)]",0,87.47,3144,8,6.97,3.5565
ORD036896,REST0337,CUST12564,COUR2120,-37.8188326,144.9532351,2020-05-03,15:41:32,0,1,Car,"[('bhetki paturi', 2), ('dhokar dalna', 2), ('bengali pulao', 2), ('fish finger', 2)]",0,107.42,856,2,6.3,4.1968
ORD327492,REST0337,CUST11845,COUR4506,-37.8090325,144.9838615,2020-11-24,14:02:38,0,0,Car,"[('dhokar dalna', 1), ('chicken curry', 2), ('fish curry', 2)]",0,85.38,3548,9,6.3,3.7718
ORD110438,REST1136,CUST03711,COUR3770,-37.8066912,144.97079490000002,2020-07-08,13:19:07,1,0,Motorbike,"[('salads', 3), ('matka kulfi', 2), ('palak pakoda', 3), ('thandai', 2)]",45,79.486,1915,4,9.39,4.4314
ORD132400,REST0057,CUST06920,COUR3071,-37.8058123,144.955219,2020-15-11,15:09:53,0,1,Bike,"[('chilli cheese', 2), ('panipuri', 2), ('chocolate sandwich', 2), ('corn sandwich', 3)]",20,116.104,1237,6,6.26,4.2688
ORD083060,REST1136,CUST13859,COUR4627,-37.8183066,144.96484130000002,2020-07-12,08:34:17,0,1,Bike,"[('mango lassi', 1), ('salads', 1)]",0,11.43,2011,10,7.51,4.4297
ORD210815,REST0337,CUST11527,COUR2916,-37.818003499999996,144.99411030000002,2020-04-12,23:40:13,0,1,Motorbike,"[('dhokar dalna', 3), ('fish curry', 1), ('bengali pulao', 2)]",10,88.92,7878,9,6.3,4.3316
ORD096774,REST0337,CUST10262,COUR0570,-37.8242985,144.95530730000002,2020-07-23,23:08:34,0,0,Car,"[('dhokar dalna', 1), ('bengali pulao', 3), ('alur dom', 1), ('chicken dak bunglow', 1)]",40,41.922,1802,4,6.3,3.3362
ORD046576,REST0337,CUST01312,COUR3690,-37.8137749,144.9829354,2020-11-09,08:34:17,0,0,Bike,"[('fish cutlet', 1), ('fish curry', 2)]",0,44.84,3630,18,7.88,4.5949
ORD138826,REST1634,CUST13890,COUR3243,-37.8154518,144.966669,2020-05-19,17:52:05,0,0,Car,"[('supreme pizza', 1), ('farm pizza', 2), ('thin crust pizza', 1)]",10,40.338,1740,4,6.64,3.2148
ORD224150,REST0057,CUST03905,COUR4591,-37.8195201,144.94351269999999,2020-07-12,02:26:22,0,1,Bike,"[('chocolate sandwich', 1), ('potato twister', 3), ('chaat', 3)]",0,90.01,2570,13,7.82,5.1389
ORD275932,REST0337,CUST00625,COUR4380,-37.7986482,144.9271207,2020-04-03,10:36:55,0,0,Car,"[('chicken curry', 3), ('aloo posto', 2), ('chicken dak bunglow', 2)]",0,98.04,2951,7,7.88,3.5003
ORD050332,REST1634,CUST06123,COUR2297,-37.8106765,144.9580226,2020-03-22,08:14:30,0,1,Motorbike,"[('ice tea', 2), ('thin crust pizza', 1), ('supreme pizza', 1), ('farm pizza', 2)]",20,69.152,3059,6,5.31,4.401
ORD147852,REST1136,CUST13727,COUR0511,-37.8210396,144.9552382,2020-11-06,16:52:44,0,0,Motorbike,"[('thandai', 3), ('lunch buffet', 2), ('matka kulfi', 3), ('beer', 2)]",0,185.4,1627,3,7.51,2.5961
ORD169145,REST1136,CUST02660,COUR2059,-37.8074114,144.9671342,2020-03-30,21:37:34,1,0,Car,"[('lunch buffet', 2), ('palak pakoda', 3)]",0,78.99,1606,4,9.39,3.0686
ORD073043,REST1136,CUST02280,COUR4346,-37.81916939999999,144.9639118,2020-04-21,04:48:47,0,0,Car,"[('matka kulfi', 1), ('mango lassi', 2), ('thandai', 1)]",0,49.92,2229,5,9.39,3.3025
ORD074412,REST1634,CUST10424,COUR4823,-37.81957070000001,144.9616523,2020-07-05,16:01:19,0,1,Bike,"[('ice tea', 3), ('supreme pizza', 1), ('farm pizza', 2)]",10,76.887,2162,11,6.64,5.1539
ORD012303,REST1136,CUST03933,COUR0552,-37.8105624,144.9364836,2020-07-10,00:00:00,0,0,Motorbike,"[('palak pakoda', 3), ('thandai', 1), ('lunch buffet', 3)]",0,117.55,1671,3,9.39,3.1075
ORD299194,REST0057,CUST12488,COUR1492,-37.819283399999996,144.95270119999998,2020-07-09,16:17:08,0,0,Bike,"[('chocolate sandwich', 3), ('cheese sandwich', 1)]",0,55.42,1892,9,7.82,3.7295
ORD132395,REST0732,CUST09794,COUR1147,-37.8002016,144.9502346,2020-01-21,00:31:38,0,0,Car,"[('waffles', 1), ('paneer burger', 1), ('pasta', 1)]",20,28.968,5984,14,5.58,4.0958
ORD307967,REST0337,CUST08292,COUR1846,-37.8211581,144.9550498,2020-01-27,23:28:21,0,0,Car,"[('alur dom', 3), ('chicken dak bunglow', 3)]",0,79.29,1108,3,7.88,3.0704
ORD153029,REST1136,CUST00296,COUR2249,-37.802664899999996,144.95578730000003,2020-05-19,12:07:54,1,0,Motorbike,"[('matka kulfi', 1), ('mango lassi', 2), ('thandai', 2), ('palak pakoda', 1)]",0,89.61,868,2,9.39,4.1499
ORD151411,REST1136,CUST02994,COUR0365,-37.802519200000006,144.9922671,2020-03-17,19:03:17,1,0,Motorbike,"[('matka kulfi', 1), ('palak pakoda', 3), ('mango lassi', 3)]",45,44.39,4563,9,7.51,4.934
ORD228129,REST1136,CUST00161,COUR2989,-37.812667100000006,145.00026169999998,2020-09-15,21:01:58,0,0,Bike,"[('matka kulfi', 1), ('mango lassi', 3)]",40,19.176,4728,24,9.39,4.8653
ORD094471,REST1136,CUST10861,COUR3377,-37.801167299999996,144.968491,2020-05-10,22:44:50,0,1,Bike,"[('lunch buffet', 3), ('salads', 2), ('thandai', 1), ('palak pakoda', 1)]",0,96.95,2229,11,9.39,4.8568
ORD029803,REST0732,CUST12981,COUR2980,-37.8120238,144.9523039,2020-01-17,18:59:20,1,0,Motorbike,"[('coffee', 3), ('pasta', 2), ('burgers', 1)]",0,53.64,6253,13,5.58,5.3866
ORD332193,REST0337,CUST07743,COUR4079,-37.79870379999999,144.9672326,2020-10-22,16:29:00,0,0,Motorbike,"[('chicken curry', 2), ('bhetki paturi', 3), ('chicken dak bunglow', 1), ('fish cutlet', 3)]",20,94.76,3088,6,6.3,3.3127
ORD135949,REST1634,CUST13489,COUR1053,-37.8072521,144.94534119999997,2020-02-29,05:00:39,0,1,Bike,"[('supreme pizza', 2), ('farm pizza', 3)]",10,34.56,4302,22,6.64,6.1232
ORD260333,REST1634,CUST00210,COUR1425,-37.7990704,144.9505355,2020-03-01,12:59:20,1,1,Car,"[('farm pizza', 2), ('pasta', 3), ('supreme pizza', 3)]",0,70.31,4023,10,6.64,6.347
ORD060001,REST0057,CUST10004,COUR4011,-37.8042179,145.00257209999998,2020-05-15,04:32:58,0,0,Motorbike,"[('panipuri', 1), ('corn sandwich', 1), ('cheese sandwich', 2)]",0,51.19,3870,5,6.26,3.2036
ORD103870,REST0337,CUST08868,COUR3597,-37.8173159,144.9531882,2020-11-27,00:07:54,0,0,bike,"[('dhokar dalna', 1), ('bengali pulao', 3)]",45,23.892,664,3,7.88,3.1365
ORD257246,REST0337,CUST04705,COUR0155,-37.801218799999994,145.0085809,2020-07-11,20:22:25,0,1,Car,"[('bhetki paturi', 2), ('aloo posto', 1), ('dhokar dalna', 1)]",0,43.61,6550,16,6.3,5.2902
ORD322163,REST1634,CUST11368,COUR4479,-37.81385039999999,144.9573018,2020-12-10,11:04:36,0,0,Car,"[('farm pizza', 2), ('supreme pizza', 2)]",0,30.8,2849,7,5.31,3.5668
ORD303618,REST1136,CUST00090,COUR0645,-37.815490000000004,144.99645230000002,2020-02-11,06:23:44,0,0,Car,"[('matka kulfi', 2), ('thandai', 3), ('salads', 3), ('lunch buffet', 1)]",40,80.598,2810,11,7.51,3.3928
ORD108409,REST1136,CUST13522,COUR2741,-37.823086700000005,145.00928169999997,2020-12-14,13:54:43,1,0,Car,"[('lunch buffet', 3), ('salads', 3)]",45,34.766,6286,15,7.51,5.3974
ORD125806,REST1136,CUST10380,COUR3029,-37.818488099999996,144.96773969999998,2020-03-18,06:47:28,0,0,Bike,"[('matka kulfi', 1), ('salads', 3), ('palak pakoda', 2)]",0,65.87,2319,12,9.39,3.613
ORD122164,REST1136,CUST02737,COUR3965,-37.8102047,144.949947,2020-09-16,19:23:04,1,0,Motorbike,"[('lunch buffet', 1), ('beer', 2), ('thandai', 3), ('palak pakoda', 3)]",20,137.976,348,1,9.39,3.8526
ORD084786,REST0337,CUST04048,COUR3162,-37.8191219,144.98223159999998,2020-02-01,22:17:08,0,1,Bike,"[('fish finger', 2), ('chicken dak bunglow', 1)]",20,40.92,3509,18,7.88,5.5836
ORD003399,REST1634,CUST01861,COUR2350,-37.8236939,145.0137561,2020-10-02,09:21:45,0,0,Car,"[('supreme pizza', 3), ('pasta', 1), ('farm pizza', 3), ('thin crust pizza', 3)]",40,73.338,3081,7,6.64,3.954
ORD028480,REST0732,CUST12968,COUR3707,-37.8108563,144.952658,2020-01-28,00:15:49,0,0,Motorbike,"[('paneer burger', 1), ('sandwiches', 2)]",10,45.036,6193,12,6.97,4.2801
ORD154423,REST0732,CUST06383,COUR0814,-37.814442299999996,144.94745269999999,2020-05-23,05:40:13,0,1,Car,"[('salads', 3), ('pasta', 2), ('burgers', 1)]",20,45.504,6628,16,6.97,5.7524
ORD263968,REST0057,CUST07745,COUR3365,-37.798621000000004,144.96736869999998,2020-03-14,20:38:14,0,1,Motorbike,"[('potato twister', 2), ('chocolate sandwich', 2), ('cheese sandwich', 2)]",10,61.56,1473,3,6.26,3.6404
ORD172460,REST0057,CUST01598,COUR0296,-37.820536700000005,144.99198930000003,2020-06-01,11:20:26,0,0,Bike,"[('lassi', 1), ('corn sandwich', 1), ('chilli cheese', 3)]",0,55.45,2998,15,6.26,3.9595
ORD191391,REST0732,CUST02786,COUR0956,-37.799454700000005,144.9681759,2020-01-22,12:11:52,1,0,Bike,"[('coffee', 1), ('pasta', 1)]",0,14.62,4232,1,5.58,6.3208
ORD088180,REST1634,CUST00606,COUR1928,-37.8149767,144.94132439999998,2020-07-06,06:23:44,0,0,Motorbike,"[('supreme pizza', 2), ('ice tea', 1), ('thin crust pizza', 2), ('potato wedges', 2)]",40,63.774,4436,9,6.64,3.5426
ORD124441,REST0337,CUST01628,COUR2695,-37.8137352,145.006257,2020-01-23,10:44:50,0,0,Motorbike,"[('chicken dak bunglow', 1), ('aloo posto', 2), ('chicken curry', 1)]",20,38.2,5838,12,7.88,4.3499
ORD225904,REST0337,CUST07245,COUR3425,-37.822489399999995,144.9478127,2020-07-17,07:46:48,0,0,car,"[('chicken dak bunglow', 1), ('dhokar dalna', 3)]",20,70.968,965,5,6.3,3.2947
ORD248481,REST0337,CUST13952,COUR4245,-37.8132768,144.95150800000002,2020-12-10,11:40:13,0,0,Car,"[('bengali pulao', 3), ('bhetki paturi', 1)]",10,23.418,557,1,6.3,3.1557
ORD317597,REST0732,CUST10987,COUR4193,-37.8075697,144.9607225,2020-10-20,00:07:54,0,0,Car,"[('burgers', 3), ('waffles', 2), ('pasta', 3)]",0,114.2,5362,13,6.97,4.6675
ORD176870,REST1136,CUST08518,COUR2919,-37.8162997,144.93724619999998,2020-04-17,05:24:23,0,0,Bike,"[('beer', 2), ('matka kulfi', 3)]",0,84.84,1693,8,7.51,3.6489
ORD189141,REST0057,CUST05467,COUR0310,-37.8126315,144.9650456,2020-06-20,00:47:28,0,1,Car,"[('panipuri', 3), ('corn sandwich', 3), ('cheese sandwiches', 2), ('chaat', 3)]",0,177.05,1922,1,6.26,4.0017
ORD030444,REST0337,CUST02999,COUR3097,-37.8010969,144.9607109,2020-07-20,12:23:44,1,0,Motorbike,"[('fish curry', 2), ('bhetki paturi', 3), ('alur dom', 1), ('fish cutlet', 2)]",0,89.54,2451,5,7.88,4.8725
ORD236786,REST0337,CUST09280,COUR1474,-37.8120349,144.9706416,2020-12-18,13:27:01,1,0,Motorbike,"[('dhokar dalna', 3), ('fish curry', 2), ('bhetki paturi', 1)]",10,95.742,2302,5,6.3,4.7606
ORD253898,REST1136,CUST02413,COUR4115,-37.8023768,144.9794998,2020-05-05,17:52:05,0,0,Motorbike,"[('beer', 2), ('thandai', 1), ('matka kulfi', 2), ('palak pakoda', 2)]",40,85.38,3086,6,9.39,3.3856
ORD302879,REST1634,CUST03660,COUR0617,-37.800262,144.96629109999998,2020-11-08,22:21:05,0,1,Bike,"[('ice tea', 1), ('thin crust pizza', 2), ('pasta', 3)]",45,52.888,2989,15,6.64,5.4651
ORD124617,REST1136,CUST00454,COUR3629,-37.8127594,144.9428102,2020-04-19,21:01:58,0,1,Motorbike,"[('matka kulfi', 2), ('mango lassi', 1)]",0,36.52,994,2,7.51,3.3467
ORD122857,REST0732,CUST13105,COUR4000,-37.811254,145.00366640000001,2020-07-31,19:23:04,1,0,Car,"[('burgers', 1), ('pasta', 3)]",40,21.588,2321,6,5.58,5.2808
ORD187328,REST1136,CUST02945,COUR2833,-37.801525899999994,144.9772921,2020-10-17,22:29:00,0,1,Motorbike,"[('beer', 2), ('salads', 1)]",10,39.807,2923,6,9.39,3.9116
ORD182540,REST0732,CUST05362,COUR0099,-37.8035819,144.98226780000002,2020-02-25,01:27:01,0,0,Motorbike,"[('salads', 3), ('coffee', 2), ('pasta', 3), ('sandwiches', 3)]",0,127.98,3101,6,5.58,3.4782
ORD318785,REST1136,CUST12646,COUR3744,-37.8041213,144.9492269,2020-08-20,17:52:05,0,0,Bike,"[('lunch buffet', 3), ('mango lassi', 3), ('matka kulfi', 1)]",10,69.588,569,3,7.51,2.9872
ORD058432,REST0057,CUST10854,COUR4903,-37.7991975,144.9877135,2020-11-13,12:31:38,1,0,Car,"[('chocolate sandwiches', 2), ('corn sandwich', 3), ('potato twister', 1)]",45,67.821,2971,7,6.26,5.0129
ORD232717,REST1136,CUST04147,COUR4715,-37.8186433,144.9798535,2020-06-14,23:16:29,0,1,Bike,"[('beer', 1), ('matka kulfi', 3)]",10,59.13,3397,17,9.39,5.359
ORD124670,REST0732,CUST09724,COUR1056,-37.8107101,144.97585800000002,2020-03-23,10:17:08,0,0,Car,"[('salads', 2), ('paneer burger', 2)]",45,17.633,4308,10,5.58,3.8497
ORD073974,REST1634,CUST09384,COUR3779,-37.8081155,144.96027030000002,2020-06-10,08:06:35,0,0,Bike,"[('pasta', 2), ('farm pizza', 3)]",0,43.94,2776,14,5.31,4.3271
ORD209979,REST0337,CUST03915,COUR3753,-37.8210743,144.94727269999998,2020-05-08,07:34:56,0,0,Motorbike,"[('bhetki paturi', 2), ('aloo posto', 2), ('fish finger', 2), ('chicken curry', 1)]",0,77.2,830,2,6.3,2.8708
ORD146523,REST0337,CUST05350,COUR1736,-37.8131307,144.9656253,2020-03-20,14:10:32,0,0,Bike,"[('fish finger', 1), ('dhokar dalna', 2), ('aloo posto', 1)]",10,64.422,2117,11,6.3,4.1704
ORD141428,REST0732,CUST05880,COUR3565,-37.8122352,144.98987030000004,2020-02-02,18:51:25,1,1,Motorbike,"[('coffee', 3), ('salads', 1), ('sandwiches', 3)]",45,53.955,3065,6,6.97,6.101
ORD008138,REST0337,CUST11566,COUR4780,-37.799332299999996,144.98370309999999,2020-09-08,15:37:34,0,0,Motorbike,"[('fish curry', 1), ('chicken curry', 2)]",0,47.3,4279,9,7.88,3.5351
ORD277262,REST1634,CUST06360,COUR1346,-37.8064734,144.95921330000002,2020-11-28,14:38:14,0,1,Motorbike,"[('farm pizza', 2), ('potato wedges', 3), ('supreme pizza', 2), ('pasta', 3)]",10,91.683,2846,6,5.31,4.7568
ORD272172,REST0732,CUST11924,COUR3026,-37.806002,144.97944640000003,2020-03-05,23:04:36,0,0,Car,"[('salads', 2), ('coffee', 3), ('waffles', 3)]",0,110.85,3546,9,5.58,3.9407
ORD249074,REST1136,CUST07134,COUR1924,-37.802650799999995,144.94557719999997,2020-12-03,00:23:44,0,0,Bike,"[('beer', 2), ('palak pakoda', 3)]",40,52.218,956,5,7.51,3.141
ORD191502,REST1634,CUST00607,COUR4734,-37.815095,144.9412011,2020-10-01,18:59:20,1,0,Bike,"[('farm pizza', 3), ('thin crust pizza', 2), ('ice tea', 1), ('potato wedges', 2)]",0,113.49,4451,22,6.64,6.5217
ORD292159,REST1634,CUST05298,COUR2811,-37.8180376,144.9694175,2020-04-17,23:00:39,0,0,Car,"[('thin crust pizza', 1), ('potato wedges', 2), ('ice tea', 3)]",10,99.441,1649,4,6.64,3.403
ORD259310,REST0337,CUST03368,COUR0142,-37.8249739,144.95891809999998,2020-07-03,00:00:00,0,0,Motorbike,"[('bengali pulao', 3), ('fish curry', 3), ('alur dom', 2)]",0,80.76,2007,4,7.88,3.3593
ORD284152,REST0732,CUST13570,COUR4595,-37.821658299999996,144.94257869999998,2020-05-09,18:55:23,1,1,Bike,"[('waffles', 1), ('burgers', 3), ('salads', 1)]",0,80.92,7680,38,5.58,9.508
ORD141732,REST1634,CUST05935,COUR2087,-37.8204028,144.9666114,2020-09-14,04:13:11,0,0,Car,"[('farm pizza', 1), ('pasta', 2), ('potato wedges', 2), ('supreme pizza', 1)]",0,62.78,2046,5,5.31,3.4442
ORD164699,REST0057,CUST09833,COUR3290,-37.8044095,144.9613396,2020-08-02,11:20:26,0,1,Car,"[('corn sandwich', 3), ('panipuri', 2), ('potato twister', 2), ('chocolate sandwich', 2)]",40,93.822,920,2,6.26,3.7994
ORD289848,REST1634,CUST13608,COUR2009,-37.8245009,144.9241889,2020-03-13,08:10:32,0,0,Bike,"[('supreme pizza', 1), ('potato wedges', 2), ('pasta', 2), ('thin crust pizza', 2)]",0,98.82,5818,29,5.31,6.2133
ORD319777,REST0732,CUST08689,COUR4379,-37.8051471,144.9600534,2020-07-30,07:54:43,0,0,Bike,"[('paneer burger', 2), ('pasta', 3)]",10,30.069,5325,27,5.58,5.7671
ORD010600,REST1634,CUST05738,COUR3709,-37.8133487,144.9312518,2020-11-27,01:07:15,0,0,Car,"[('pasta', 3), ('farm pizza', 1)]",20,31.448,6145,15,6.64,4.2315
ORD291062,REST0057,CUST02938,COUR0312,-37.80126729999999,144.9748159,2020-03-12,14:10:32,0,0,Motorbike,"[('chaat', 2), ('cheese sandwiches', 1)]",40,22.188,1632,3,7.82,2.9633
ORD332582,REST0337,CUST04195,COUR1234,-37.824281,144.98510159999998,2020-03-19,04:17:08,0,0,Bike,"[('chicken dak bunglow', 3), ('fish finger', 2), ('aloo posto', 3)]",20,85.296,3952,20,7.88,4.9848
ORD203038,REST0732,CUST12229,COUR4458,-37.8025592,144.9456,2020-09-29,19:07:15,1,0,Motorbike,"[('paneer burger', 2), ('coffee', 1), ('salads', 1), ('waffles', 1)]",0,53.76,6516,13,6.97,5.4185
ORD015491,REST0057,CUST04033,COUR0544,-37.819993700000005,144.9824617,2020-06-05,11:00:39,0,0,bike,"[('lassi', 1), ('cheese sandwiches', 2), ('potato twister', 3)]",20,57.008,2273,11,6.26,4.226
ORD292621,REST1136,CUST03750,COUR0525,-37.81440070000001,144.9392639,2020-09-27,17:04:36,0,1,Motorbike,"[('salads', 1), ('lunch buffet', 3)]",45,51.31,1569,3,9.39,3.7923
